item,object,implicit_sentence,sentence_text,explicit_sentence,explicit_text,match,dataset,log_prob,model_name,n_params
5,bowl,b,James placed the bowl into an open slot in the dishwasher.,a,The bowl was horizontal.,mismatch,muraki2021,-3.360750365257263,EleutherAI/pythia-1.4b,1414647808
5,bowl,b,James placed the bowl into an open slot in the dishwasher.,b,The bowl was vertical.,match,muraki2021,-3.503473973274231,EleutherAI/pythia-1.4b,1414647808
6,broom,b,"Janie grabbed the broom and swept the house, pretending she was Cinderella.",a,The broom was horizontal.,mismatch,muraki2021,-3.897421299479902,EleutherAI/pythia-1.4b,1414647808
6,broom,b,"Janie grabbed the broom and swept the house, pretending she was Cinderella.",b,The broom was vertical.,match,muraki2021,-4.106466034116845,EleutherAI/pythia-1.4b,1414647808
7,brush,b,"The teenager held her brush up like a microphone, pretending to be a famous rock star.",a,The brush was horizontal.,mismatch,muraki2021,-4.758615636825562,EleutherAI/pythia-1.4b,1414647808
7,brush,b,"The teenager held her brush up like a microphone, pretending to be a famous rock star.",b,The brush was vertical.,match,muraki2021,-4.925054693222046,EleutherAI/pythia-1.4b,1414647808
8,crayon,b,The toddler drew a kitty cat with his crayon on his bedroom floor.,a,The crayon was horizontal.,mismatch,muraki2021,-2.9177940350491554,EleutherAI/pythia-1.4b,1414647808
8,crayon,b,The toddler drew a kitty cat with his crayon on his bedroom floor.,b,The crayon was vertical.,match,muraki2021,-3.0647168958759203,EleutherAI/pythia-1.4b,1414647808
9,decoration,b,Laura hung the decoration on the line with the clothespin.,a,The decoration was horizontal.,mismatch,muraki2021,-4.47480275630951,EleutherAI/pythia-1.4b,1414647808
9,decoration,b,Laura hung the decoration on the line with the clothespin.,b,The decoration was vertical.,match,muraki2021,-4.5116524457931515,EleutherAI/pythia-1.4b,1414647808
10,flashlight,b,The hunter shone the flashlight onto the floor of the cavern.,a,The flashlight was horizontal.,mismatch,muraki2021,-3.7437563637892404,EleutherAI/pythia-1.4b,1414647808
10,flashlight,b,The hunter shone the flashlight onto the floor of the cavern.,b,The flashlight was vertical.,match,muraki2021,-3.9265205363432565,EleutherAI/pythia-1.4b,1414647808
11,fire extinguisher,b,The race car driver fastened the fire-extinguisher onto the garage wall.,a,The fire extinguisher was horizontal.,mismatch,muraki2021,-2.441389082639944,EleutherAI/pythia-1.4b,1414647808
11,fire extinguisher,b,The race car driver fastened the fire-extinguisher onto the garage wall.,b,The fire extinguisher was vertical.,match,muraki2021,-2.4812376188929193,EleutherAI/pythia-1.4b,1414647808
12,glass,b,The waiter filled the wineglass while admiring Maureen's gown.,a,The glass was horizontal.,mismatch,muraki2021,-4.997905850410461,EleutherAI/pythia-1.4b,1414647808
12,glass,b,The waiter filled the wineglass while admiring Maureen's gown.,b,The glass was vertical.,match,muraki2021,-4.844766783714294,EleutherAI/pythia-1.4b,1414647808
13,guitar,b,Mick set his guitar on the rack as he warmed up for the concert.,a,The guitar was horizontal.,mismatch,muraki2021,-4.544985294342041,EleutherAI/pythia-1.4b,1414647808
13,guitar,b,Mick set his guitar on the rack as he warmed up for the concert.,b,The guitar was vertical.,match,muraki2021,-4.587344598770142,EleutherAI/pythia-1.4b,1414647808
14,gun,b,Annie lowered the gun to place it in the holster.,a,The gun was horizontal.,mismatch,muraki2021,-4.5506350040435795,EleutherAI/pythia-1.4b,1414647808
14,gun,b,Annie lowered the gun to place it in the holster.,b,The gun was vertical.,match,muraki2021,-4.480377531051635,EleutherAI/pythia-1.4b,1414647808
15,iron,b,"Frank placed the iron onto the shelf, hoping he wouldn't be late.",a,The iron was horizontal.,mismatch,muraki2021,-4.735848903656006,EleutherAI/pythia-1.4b,1414647808
15,iron,b,"Frank placed the iron onto the shelf, hoping he wouldn't be late.",b,The iron was vertical.,match,muraki2021,-4.659757041931153,EleutherAI/pythia-1.4b,1414647808
16,key,b,The lab assistant put the key to the monkey cage on the hook.,a,The key was horizontal.,mismatch,muraki2021,-4.226655769348144,EleutherAI/pythia-1.4b,1414647808
16,key,b,The lab assistant put the key to the monkey cage on the hook.,b,The key was vertical.,match,muraki2021,-4.275256633758545,EleutherAI/pythia-1.4b,1414647808
17,nail,b,The carpenter hammered the nail into the floor plank.,a,The nail was horizontal.,mismatch,muraki2021,-3.892917442321777,EleutherAI/pythia-1.4b,1414647808
17,nail,b,The carpenter hammered the nail into the floor plank.,b,The nail was vertical.,match,muraki2021,-3.849618434906006,EleutherAI/pythia-1.4b,1414647808
18,pen,b,The accountant stuck his pen into his pocket protector.,a,The pen was horizontal.,mismatch,muraki2021,-4.2456011295318605,EleutherAI/pythia-1.4b,1414647808
18,pen,b,The accountant stuck his pen into his pocket protector.,b,The pen was vertical.,match,muraki2021,-4.096396207809448,EleutherAI/pythia-1.4b,1414647808
19,pencil,b,Rick hurriedly stuck his pencil in the coffee mug.,a,The pencil was horizontal.,mismatch,muraki2021,-4.708788776397705,EleutherAI/pythia-1.4b,1414647808
19,pencil,b,Rick hurriedly stuck his pencil in the coffee mug.,b,The pencil was vertical.,match,muraki2021,-4.72339096069336,EleutherAI/pythia-1.4b,1414647808
20,plate,b,Sara situated the expensive plate on its holder on the shelf.,a,The plate was horizontal.,mismatch,muraki2021,-3.8083884596824644,EleutherAI/pythia-1.4b,1414647808
20,plate,b,Sara situated the expensive plate on its holder on the shelf.,b,The plate was vertical.,match,muraki2021,-3.8179815649986266,EleutherAI/pythia-1.4b,1414647808
21,salt shaker,b,The anxious little boy placed the salt shaker onto the table.,a,The salt shaker was horizontal.,mismatch,muraki2021,-3.0383188473060727,EleutherAI/pythia-1.4b,1414647808
21,salt shaker,b,The anxious little boy placed the salt shaker onto the table.,b,The salt shaker was vertical.,match,muraki2021,-3.039089262884642,EleutherAI/pythia-1.4b,1414647808
22,pair of scissors,b,Becca used the scissors to carve her initials into the wet concrete.,a,The pair of scissors was horizontal.,mismatch,muraki2021,-4.0271162108983845,EleutherAI/pythia-1.4b,1414647808
22,pair of scissors,b,Becca used the scissors to carve her initials into the wet concrete.,b,The pair of scissors was vertical.,match,muraki2021,-4.137535931309685,EleutherAI/pythia-1.4b,1414647808
23,screw,b,Jim prepared to insert the screw into the top of the cabinet.,a,The screw was horizontal.,mismatch,muraki2021,-4.063096404075623,EleutherAI/pythia-1.4b,1414647808
23,screw,b,Jim prepared to insert the screw into the top of the cabinet.,b,The screw was vertical.,match,muraki2021,-3.9571608304977417,EleutherAI/pythia-1.4b,1414647808
24,wheel,b,The young husband prepared to place the spare tire onto the wheel.,a,The wheel was horizontal.,mismatch,muraki2021,-4.086240661144257,EleutherAI/pythia-1.4b,1414647808
24,wheel,b,The young husband prepared to place the spare tire onto the wheel.,b,The wheel was vertical.,match,muraki2021,-4.064243638515473,EleutherAI/pythia-1.4b,1414647808
1,steak,a,John looked at the steak on his plate.,a,The steak was brown.,match,connell2007,-2.839960253238678,EleutherAI/pythia-1.4b,1414647808
1,steak,a,John looked at the steak on his plate.,b,The steak was red.,mismatch,connell2007,-2.786303126811981,EleutherAI/pythia-1.4b,1414647808
2,traffic light,a,The driving instructor told Bob to stop at the traffic lights.,a,The traffic light was light red.,match,connell2007,-2.6378881420407976,EleutherAI/pythia-1.4b,1414647808
2,traffic light,a,The driving instructor told Bob to stop at the traffic lights.,b,The traffic light was light green.,mismatch,connell2007,-2.3885484763554166,EleutherAI/pythia-1.4b,1414647808
3,tomato,a,Jane tasted the tomato when it was ready to eat.,a,The tomato was red.,match,connell2007,-2.511880934238434,EleutherAI/pythia-1.4b,1414647808
3,tomato,a,Jane tasted the tomato when it was ready to eat.,b,The tomato was green.,mismatch,connell2007,-2.735964834690094,EleutherAI/pythia-1.4b,1414647808
4,tree,a,Paula thought the tree outside her window looked beautiful in the summer.,a,The tree was green.,match,connell2007,-3.145373225212097,EleutherAI/pythia-1.4b,1414647808
4,tree,a,Paula thought the tree outside her window looked beautiful in the summer.,b,The tree was orange.,mismatch,connell2007,-3.5455638647079466,EleutherAI/pythia-1.4b,1414647808
5,hair,a,Susan liked it when her granddaughter wore her hair up.,a,The hair was brown.,match,connell2007,-3.5127731800079345,EleutherAI/pythia-1.4b,1414647808
5,hair,a,Susan liked it when her granddaughter wore her hair up.,b,The hair was grey.,mismatch,connell2007,-3.91839337348938,EleutherAI/pythia-1.4b,1414647808
6,bear,a,Joe was excited to see a bear in the woods.,a,The bear was brown.,match,connell2007,-2.8431315183639527,EleutherAI/pythia-1.4b,1414647808
6,bear,a,Joe was excited to see a bear in the woods.,b,The bear was white.,mismatch,connell2007,-2.7274064779281617,EleutherAI/pythia-1.4b,1414647808
7,leaf,a,Sarah stopped in the woods to pick a leaf off a tree.,a,The leaf was green.,match,connell2007,-2.515194845199585,EleutherAI/pythia-1.4b,1414647808
7,leaf,a,Sarah stopped in the woods to pick a leaf off a tree.,b,The leaf was orange.,mismatch,connell2007,-2.958214449882507,EleutherAI/pythia-1.4b,1414647808
8,lamb,a,Anna found it very easy to spot the lamb in the dark grass.,a,The lamb was white.,match,connell2007,-2.834217166900635,EleutherAI/pythia-1.4b,1414647808
8,lamb,a,Anna found it very easy to spot the lamb in the dark grass.,b,The lamb was black.,mismatch,connell2007,-2.872719478607178,EleutherAI/pythia-1.4b,1414647808
9,bananas,a,The bananas that Mark bought looked ready to eat.,a,The bananas were yellow.,match,connell2007,-2.608358269014085,EleutherAI/pythia-1.4b,1414647808
9,bananas,a,The bananas that Mark bought looked ready to eat.,b,The bananas were green.,mismatch,connell2007,-2.4145209442358464,EleutherAI/pythia-1.4b,1414647808
10,coffee,a,Joanne always took milk in her coffee.,a,The coffee was brown.,match,connell2007,-3.181832027435303,EleutherAI/pythia-1.4b,1414647808
10,coffee,a,Joanne always took milk in her coffee.,b,The coffee was black.,mismatch,connell2007,-2.574949026107788,EleutherAI/pythia-1.4b,1414647808
11,sky,a,The children watched the seagulls fly across the sky in the sunshine.,a,The sky was blue.,match,connell2007,-2.1332707703113556,EleutherAI/pythia-1.4b,1414647808
11,sky,a,The children watched the seagulls fly across the sky in the sunshine.,b,The sky was grey.,mismatch,connell2007,-2.716991311311722,EleutherAI/pythia-1.4b,1414647808
12,chameleon,a,The teacher pointed to the chameleon lying camouflaged in the grass.,a,The chameleon was green.,match,connell2007,-1.8017858509938378,EleutherAI/pythia-1.4b,1414647808
12,chameleon,a,The teacher pointed to the chameleon lying camouflaged in the grass.,b,The chameleon was yellow.,mismatch,connell2007,-1.8904106264035363,EleutherAI/pythia-1.4b,1414647808
1,steak,b,John looked at the steak in the butcher’s window.,a,The steak was brown.,mismatch,connell2007,-2.8419082283973696,EleutherAI/pythia-1.4b,1414647808
1,steak,b,John looked at the steak in the butcher’s window.,b,The steak was red.,match,connell2007,-2.718033182621002,EleutherAI/pythia-1.4b,1414647808
2,traffic light,b,The driving instructor told Bob to continue at the traffic lights.,a,The traffic light was light red.,mismatch,connell2007,-2.674788543156215,EleutherAI/pythia-1.4b,1414647808
2,traffic light,b,The driving instructor told Bob to continue at the traffic lights.,b,The traffic light was light green.,match,connell2007,-2.3895758986473083,EleutherAI/pythia-1.4b,1414647808
3,tomato,b,Jane tasted the tomato before it was ready to eat.,a,The tomato was red.,mismatch,connell2007,-2.572340893745422,EleutherAI/pythia-1.4b,1414647808
3,tomato,b,Jane tasted the tomato before it was ready to eat.,b,The tomato was green.,match,connell2007,-2.8099918127059937,EleutherAI/pythia-1.4b,1414647808
4,tree,b,Paula thought the tree outside her window looked beautiful in the autumn.,a,The tree was green.,mismatch,connell2007,-3.305980157852173,EleutherAI/pythia-1.4b,1414647808
4,tree,b,Paula thought the tree outside her window looked beautiful in the autumn.,b,The tree was orange.,match,connell2007,-3.6312930583953857,EleutherAI/pythia-1.4b,1414647808
5,hair,b,Susan liked it when her grandmother wore her hair up.,a,The hair was brown.,mismatch,connell2007,-3.473959755897522,EleutherAI/pythia-1.4b,1414647808
5,hair,b,Susan liked it when her grandmother wore her hair up.,b,The hair was grey.,match,connell2007,-3.8327236413955688,EleutherAI/pythia-1.4b,1414647808
6,bear,b,Joe was excited to see a bear at the north pole.,a,The bear was brown.,mismatch,connell2007,-3.1249186754226685,EleutherAI/pythia-1.4b,1414647808
6,bear,b,Joe was excited to see a bear at the north pole.,b,The bear was white.,match,connell2007,-2.8769518613815306,EleutherAI/pythia-1.4b,1414647808
7,leaf,b,Sarah stopped in the woods to pick a leaf off the ground.,a,The leaf was green.,mismatch,connell2007,-2.63093957901001,EleutherAI/pythia-1.4b,1414647808
7,leaf,b,Sarah stopped in the woods to pick a leaf off the ground.,b,The leaf was orange.,match,connell2007,-3.1204187154769896,EleutherAI/pythia-1.4b,1414647808
8,lamb,b,Anna found it very difficult to spot the lamb in the dark grass.,a,The lamb was white.,mismatch,connell2007,-2.843670153617859,EleutherAI/pythia-1.4b,1414647808
8,lamb,b,Anna found it very difficult to spot the lamb in the dark grass.,b,The lamb was black.,match,connell2007,-2.7668235540390014,EleutherAI/pythia-1.4b,1414647808
9,bananas,b,The bananas that Mark bought didn't look ready to eat.,a,The bananas were yellow.,mismatch,connell2007,-2.4603629327611998,EleutherAI/pythia-1.4b,1414647808
9,bananas,b,The bananas that Mark bought didn't look ready to eat.,b,The bananas were green.,match,connell2007,-2.1723630643682554,EleutherAI/pythia-1.4b,1414647808
10,coffee,b,Joanne never took milk in her coffee.,a,The coffee was brown.,mismatch,connell2007,-3.1515989303588867,EleutherAI/pythia-1.4b,1414647808
10,coffee,b,Joanne never took milk in her coffee.,b,The coffee was black.,match,connell2007,-2.5325924873352053,EleutherAI/pythia-1.4b,1414647808
11,sky,b,The children watched the seagulls fly across the sky in the rain.,a,The sky was blue.,mismatch,connell2007,-2.253651946783066,EleutherAI/pythia-1.4b,1414647808
11,sky,b,The children watched the seagulls fly across the sky in the rain.,b,The sky was grey.,match,connell2007,-2.324299567937851,EleutherAI/pythia-1.4b,1414647808
12,chameleon,b,The teacher pointed to the chameleon lying camouflaged in the sand.,a,The chameleon was green.,mismatch,connell2007,-1.8117016047290235,EleutherAI/pythia-1.4b,1414647808
12,chameleon,b,The teacher pointed to the chameleon lying camouflaged in the sand.,b,The chameleon was yellow.,match,connell2007,-1.9100361853888899,EleutherAI/pythia-1.4b,1414647808
35,airplane,a,There was an airplane in the hangar.,a,The airplane's wheels were down.,match,pecher2006,-2.711030368294035,EleutherAI/pythia-1.4b,1414647808
35,airplane,a,There was an airplane in the hangar.,b,The airplane's wheels were retracted.,mismatch,pecher2006,-3.0547863580286503,EleutherAI/pythia-1.4b,1414647808
53,apple,a,There was an apple in the bag.,a,The apple was whole.,match,pecher2006,-2.808947134017944,EleutherAI/pythia-1.4b,1414647808
53,apple,a,There was an apple in the bag.,b,The apple was sliced.,mismatch,pecher2006,-2.9797550439834595,EleutherAI/pythia-1.4b,1414647808
1,apple pie,a,There was apple pie on the table.,a,The apple pie was whole.,match,pecher2006,-2.83286681274573,EleutherAI/pythia-1.4b,1414647808
1,apple pie,a,There was apple pie on the table.,b,The apple pie was sliced.,mismatch,pecher2006,-2.7288669596115747,EleutherAI/pythia-1.4b,1414647808
21,avocado,a,There was an avocado in the crate.,a,The avocado was whole.,match,pecher2006,-2.225584812927991,EleutherAI/pythia-1.4b,1414647808
21,avocado,a,There was an avocado in the crate.,b,The avocado was slided.,mismatch,pecher2006,-4.105099173927946,EleutherAI/pythia-1.4b,1414647808
39,balloon,a,There was a balloon in the pack.,a,The balloon was deflated.,match,pecher2006,-2.021757764120897,EleutherAI/pythia-1.4b,1414647808
39,balloon,a,There was a balloon in the pack.,b,The balloon was inflated.,mismatch,pecher2006,-2.1000048875808717,EleutherAI/pythia-1.4b,1414647808
32,banana,a,There was a banana on the counter.,a,The banana was whole.,match,pecher2006,-2.8182937860488892,EleutherAI/pythia-1.4b,1414647808
32,banana,a,There was a banana on the counter.,b,The banana was sliced.,mismatch,pecher2006,-2.7707802057266235,EleutherAI/pythia-1.4b,1414647808
47,book,a,There was a book on the shelf.,a,The book was closed.,match,pecher2006,-2.0966737508773803,EleutherAI/pythia-1.4b,1414647808
47,book,a,There was a book on the shelf.,b,The book was open.,mismatch,pecher2006,-2.1244895100593566,EleutherAI/pythia-1.4b,1414647808
40,bread,a,There was bread in the bakery window.,a,The bread was in a loaf.,match,pecher2006,-2.1896094594682967,EleutherAI/pythia-1.4b,1414647808
40,bread,a,There was bread in the bakery window.,b,The bread was in a slice.,mismatch,pecher2006,-2.568061283656529,EleutherAI/pythia-1.4b,1414647808
12,carrot,a,There was a carrot in the garden.,a,The carrot was whole.,match,pecher2006,-2.9569116950035097,EleutherAI/pythia-1.4b,1414647808
12,carrot,a,There was a carrot in the garden.,b,The carrot was sliced.,mismatch,pecher2006,-3.273025834560394,EleutherAI/pythia-1.4b,1414647808
28,cheesecake,a,There was cheesecake for the party.,a,The cheesecake was whole.,match,pecher2006,-2.85119025066628,EleutherAI/pythia-1.4b,1414647808
28,cheesecake,a,There was cheesecake for the party.,b,The cheesecake was sliced.,mismatch,pecher2006,-2.652326063153201,EleutherAI/pythia-1.4b,1414647808
36,chicken,a,There was a chicken in the coop.,a,The chicken was alive.,match,pecher2006,-2.2054429054260254,EleutherAI/pythia-1.4b,1414647808
36,chicken,a,There was a chicken in the coop.,b,The chicken was plucked.,mismatch,pecher2006,-2.600918491681417,EleutherAI/pythia-1.4b,1414647808
54,cigarette,a,There was a cigarette in the box.,a,The cigarette was intact.,match,pecher2006,-3.22797577381134,EleutherAI/pythia-1.4b,1414647808
54,cigarette,a,There was a cigarette in the box.,b,The cigarette was crushed.,mismatch,pecher2006,-3.0693443536758425,EleutherAI/pythia-1.4b,1414647808
7,coat,a,There was a coat on the rack.,a,The coat was hanging.,match,pecher2006,-2.969190764427185,EleutherAI/pythia-1.4b,1414647808
7,coat,a,There was a coat on the rack.,b,The coat was crumpled.,mismatch,pecher2006,-2.1689152723577405,EleutherAI/pythia-1.4b,1414647808
55,corn,a,There was corn in the field.,a,The corn was on the cob,match,pecher2006,-2.2144159078598022,EleutherAI/pythia-1.4b,1414647808
55,corn,a,There was corn in the field.,b,The corn was off the cob.,mismatch,pecher2006,-2.593056150845119,EleutherAI/pythia-1.4b,1414647808
18,cucumber,a,There was a cucumber in the fridge.,a,The cucumber was whole.,match,pecher2006,-2.5905596489707627,EleutherAI/pythia-1.4b,1414647808
18,cucumber,a,There was a cucumber in the fridge.,b,The cucumber was sliced.,mismatch,pecher2006,-2.57543957978487,EleutherAI/pythia-1.4b,1414647808
56,eagle,a,There was an eagle in the nest.,a,The eagle's wings were folded.,match,pecher2006,-2.24498005424227,EleutherAI/pythia-1.4b,1414647808
