sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,step
It was a humane act.,It was a magic act.,act,act,Different Sense,0.10736252988602002,12,2.818181818,7,6,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.09826418674241377,13,2.818181818,7,6,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.08390313033304697,14,2.818181818,7,6,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0789368696714643,15,2.818181818,7,6,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.14513659389163147,16,2.818181818,7,6,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,1.5671862807487003e-08,0,2.80952381,7,7,0,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.048110258975531006,1,2.80952381,7,7,0,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.05615497067729669,2,2.80952381,7,7,0,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.06782248017012094,3,2.80952381,7,7,0,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.10228975806563179,4,2.80952381,7,7,0,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.12741948472751474,5,2.80952381,7,7,0,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.13560330786757158,6,2.80952381,7,7,0,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.15906253070099075,7,2.80952381,7,7,0,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.12730108066300827,8,2.80952381,7,7,0,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.12939358875082407,9,2.80952381,7,7,0,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.12250297436031832,10,2.80952381,7,7,0,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.11514279066662503,11,2.80952381,7,7,0,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.10164129293233226,12,2.80952381,7,7,0,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0893552877349576,13,2.80952381,7,7,0,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.07888147801306489,14,2.80952381,7,7,0,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.07569377098164964,15,2.80952381,7,7,0,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.12972170386486492,16,2.80952381,7,7,0,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,1.5671862807487003e-08,0,3.9,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.059643216787047426,1,3.9,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.06989050813209507,2,3.9,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.09246499966683008,3,3.9,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.13549597614502396,4,3.9,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.14259329650013763,5,3.9,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.1304351541427634,6,3.9,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.1329153118723353,7,3.9,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.09590933860110396,8,3.9,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.09967268050295142,9,3.9,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.09192389540786994,10,3.9,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.083021535552247,11,3.9,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.07283477725639209,12,3.9,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.06260023020769889,13,3.9,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.054168594563125505,14,3.9,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.05060472750725753,15,3.9,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.08949353717758157,16,3.9,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,1.5671862807487003e-08,0,3.764705882,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.08766738181409872,1,3.764705882,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.1064822238137656,2,3.764705882,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.13041445535337437,3,3.764705882,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.17108227167604262,4,3.764705882,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.17103438697655227,5,3.764705882,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.1587334137402988,6,3.764705882,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.1781835910736419,7,3.764705882,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.11975156268222564,8,3.764705882,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.11226155899324697,9,3.764705882,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.09649854998271623,10,3.764705882,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.08130526066763344,11,3.764705882,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.0662622295401264,12,3.764705882,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.0551647555800987,13,3.764705882,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.04635988225254506,14,3.764705882,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.044395170039378984,15,3.764705882,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.07636764580425148,16,3.764705882,6,7,1,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,1.1180870895799444e-08,0,1.571428571,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.053813153554792215,1,1.571428571,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.07230095496056899,2,1.571428571,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.11922739756345346,3,1.571428571,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.16895930087327637,4,1.571428571,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.18714096776012568,5,1.571428571,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.21513729269997417,6,1.571428571,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.24188131387351908,7,1.571428571,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.2094852066997578,8,1.571428571,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.22265446819236356,9,1.571428571,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.23071512586730591,10,1.571428571,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.234741937880393,11,1.571428571,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.2803422751103155,12,1.571428571,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.2963169569622788,13,1.571428571,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.25988835051331605,14,1.571428571,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.24049831551950118,15,1.571428571,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.39494537528108953,16,1.571428571,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,1.1180870895799444e-08,0,1.0,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.0949719021627895,1,1.0,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.10447518823396162,2,1.0,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.1706981789347215,3,1.0,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.21783621597231828,4,1.0,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.24005604305280437,5,1.0,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.2587563204454417,6,1.0,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.28608910738496107,7,1.0,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.23848018165429052,8,1.0,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.25407064173610616,9,1.0,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.26059184920001943,10,1.0,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.2614483450218188,11,1.0,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.29860619182504466,12,1.0,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.311802114624282,13,1.0,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.26966646747635015,14,1.0,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.2516288189103183,15,1.0,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.4118471601331024,16,1.0,6,6,0,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,1.1180870895799444e-08,0,1.235294118,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.05155765849043881,1,1.235294118,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.07262161214899265,2,1.235294118,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.09568319698540162,3,1.235294118,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.12722283026042536,4,1.235294118,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.136182183002582,5,1.235294118,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.14802239238125092,6,1.235294118,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.17642242386350193,7,1.235294118,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.18205141875653852,8,1.235294118,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.19860546744160168,9,1.235294118,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.20823524140801752,10,1.235294118,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.22681236664852,11,1.235294118,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.2690878537584266,12,1.235294118,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.2991105871551649,13,1.235294118,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.2662820448651656,14,1.235294118,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.2533743155565653,15,1.235294118,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.429330653664426,16,1.235294118,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,1.1180870895799444e-08,0,0.714285714,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.07736109279840275,1,0.714285714,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.08194939346836616,2,0.714285714,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.10401505033675063,3,0.714285714,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.12849502618662723,4,0.714285714,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.14526128958444307,5,0.714285714,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.16754852625901007,6,0.714285714,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.20501814935769191,7,0.714285714,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.20083180087960195,8,0.714285714,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.21581490864550834,9,0.714285714,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.22988697874613928,10,0.714285714,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.24514702129517818,11,0.714285714,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.2783558259842802,12,0.714285714,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.3016132823432782,13,0.714285714,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.27166186938809134,14,0.714285714,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.2604734986861761,15,0.714285714,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.445558646167761,16,0.714285714,8,6,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,1.1180870895799444e-08,0,3.7,6,8,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,0.03131055854034137,1,3.7,6,8,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,0.03895801003352495,2,3.7,6,8,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,0.07164606065245605,3,3.7,6,8,2,1011781632,EleutherAI/pythia-1b,step143000,143000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,0.12035858480452089,4,3.7,6,8,2,1011781632,EleutherAI/pythia-1b,step143000,143000
