sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,step
It was a humane act.,It was a magic act.,act,act,Different Sense,0.03360560250833644,21,2.818181818,7,6,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.034080080084679776,22,2.818181818,7,6,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.035862887744603444,23,2.818181818,7,6,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.08986156393378064,24,2.818181818,7,6,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,1.2077113309416632e-08,0,2.80952381,7,7,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.056176870655554434,1,2.80952381,7,7,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.09223705064600385,2,2.80952381,7,7,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.12049813649758345,3,2.80952381,7,7,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.1693769845863038,4,2.80952381,7,7,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.192516273027166,5,2.80952381,7,7,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.23389453780876923,6,2.80952381,7,7,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.24942411058660985,7,2.80952381,7,7,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.23642154316414532,8,2.80952381,7,7,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.2236239233080607,9,2.80952381,7,7,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19720670759086367,10,2.80952381,7,7,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.15309815833840756,11,2.80952381,7,7,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.11995342672343567,12,2.80952381,7,7,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.10571596084803891,13,2.80952381,7,7,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.09115124271014363,14,2.80952381,7,7,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.08131953836910388,15,2.80952381,7,7,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.07355805680744809,16,2.80952381,7,7,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.06222014820758426,17,2.80952381,7,7,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.05724716103422567,18,2.80952381,7,7,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.050093428146933405,19,2.80952381,7,7,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.04180719007965383,20,2.80952381,7,7,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.04161989105767838,21,2.80952381,7,7,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0425089821628829,22,2.80952381,7,7,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0443966568908839,23,2.80952381,7,7,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.1105113027347957,24,2.80952381,7,7,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,1.2077113309416632e-08,0,3.9,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.07372302674304443,1,3.9,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.10491850835689931,2,3.9,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.11710561906595329,3,3.9,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.1297934504488295,4,3.9,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.13641704478614458,5,3.9,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.14858059825766368,6,3.9,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.16581397328413627,7,3.9,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.1574120841075105,8,3.9,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.14545333747206668,9,3.9,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.12861690727080355,10,3.9,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.09890715521545201,11,3.9,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.0816130662837351,12,3.9,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.06709717951463168,13,3.9,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.060966597272946954,14,3.9,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.05040263902973874,15,3.9,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.04429468069518461,16,3.9,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.03531756348153536,17,3.9,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.031733051518776034,18,3.9,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.026398133614848884,19,3.9,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.020925589003509937,20,3.9,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.0217476422111752,21,3.9,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.022245488667498092,22,3.9,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.023356123965304287,23,3.9,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.05500456854726288,24,3.9,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,1.2077113309416632e-08,0,3.764705882,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.09272670523324544,1,3.764705882,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.14570034074112015,2,3.764705882,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.1764663086054924,3,3.764705882,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.18276377810737143,4,3.764705882,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.173057638091481,5,3.764705882,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.16355419481979783,6,3.764705882,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.16582794719838878,7,3.764705882,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.1488941930032356,8,3.764705882,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.14031581000520355,9,3.764705882,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.13848308559251976,10,3.764705882,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.10495963922652152,11,3.764705882,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.07936104052722326,12,3.764705882,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.06356252208425883,13,3.764705882,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.05220662603213033,14,3.764705882,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.0459788661201469,15,3.764705882,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.04149544685730866,16,3.764705882,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.033217276495252746,17,3.764705882,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.03056855676688508,18,3.764705882,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.025974956907696356,19,3.764705882,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.0212033386360323,20,3.764705882,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.021160684235712712,21,3.764705882,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.02164379977890285,22,3.764705882,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.022054567803441727,23,3.764705882,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.047660899893308795,24,3.764705882,6,7,1,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,1.3513852481494837e-08,0,1.571428571,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.06991838720717913,1,1.571428571,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.13322163133739517,2,1.571428571,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.17459198493490746,3,1.571428571,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.22823851903497883,4,1.571428571,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.2644018658403956,5,1.571428571,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.27688714452813545,6,1.571428571,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.2944078679332729,7,1.571428571,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.28339503705470215,8,1.571428571,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.3040312200250197,9,1.571428571,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.27675294612637735,10,1.571428571,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.24589945319772466,11,1.571428571,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.2264021144568592,12,1.571428571,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.20073459453942977,13,1.571428571,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.19632572937079218,14,1.571428571,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.18270855660372887,15,1.571428571,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.17932147063349912,16,1.571428571,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.16713130158775835,17,1.571428571,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.1620330361708774,18,1.571428571,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.14658606252235062,19,1.571428571,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.12190753528900333,20,1.571428571,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.12119989970754219,21,1.571428571,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.1228287660556584,22,1.571428571,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.12744205598252067,23,1.571428571,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.33544260375374246,24,1.571428571,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,1.3513852481494837e-08,0,1.0,6,6,0,1414647808,EleutherAI/pythia-1.4b,step143000,143000
